InstrumentID,UpdateTime,LastPrice,TradeVolume,BidPrice1,BidVolume1,AskPrice1,AskVolume1,OpenInterest,Turnover,
fu2306,22:59:55.0,3032,586,3031,2,3046,1,1470,1.77986e+07
fu2306,22:59:55.0,3032,586,3031,2,3046,1,1470,1.77986e+07
